,total_unique_trials,SubjectID,Score,rt,ImgID,imgName,trial_index,Age,Gender,Hispanic/Latino,Race,Education,State,Zipcode,payment
3623,40.0,11,3.0,1910.0,31,Google_1_Tina Middleton_7_oval.jpg,66,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3570,40.0,11,1.0,2448.0,34,Google_1_Bryan Brunner_3_oval.jpg,7,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3622,40.0,11,1.0,2318.0,34,Google_1_Bryan Brunner_3_oval.jpg,65,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3602,40.0,11,7.0,2740.0,35,Google_1_Ryan Marvel_15_oval.jpg,42,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3645,40.0,11,7.0,2172.0,35,Google_1_Ryan Marvel_15_oval.jpg,90,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3600,40.0,11,5.0,3770.0,37,Google_1_Norman Westfall_5_oval.jpg,40,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3626,40.0,11,5.0,1993.0,37,Google_1_Norman Westfall_5_oval.jpg,69,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3573,40.0,11,5.0,5878.0,38,Alice_Mckellar_11_oval.jpg,10,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3649,40.0,11,3.0,1754.0,38,Alice_Mckellar_11_oval.jpg,94,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3593,40.0,11,5.0,3003.0,40,Google_1_Samuel Goff_1_oval.jpg,32,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3647,40.0,11,5.0,3459.0,40,Google_1_Samuel Goff_1_oval.jpg,92,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3585,40.0,11,3.0,3420.0,45,Google_1_Paul Horst_15_oval.jpg,23,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3640,40.0,11,3.0,1749.0,45,Google_1_Paul Horst_15_oval.jpg,85,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3605,40.0,11,3.0,3733.0,46,Google_1_Louis Mceachern_7_oval.jpg,45,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3616,40.0,11,5.0,2620.0,46,Google_1_Louis Mceachern_7_oval.jpg,58,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3591,40.0,11,1.0,2823.0,49,Google_1_Gloria Canada_13_oval.jpg,30,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3631,40.0,11,3.0,1984.0,49,Google_1_Gloria Canada_13_oval.jpg,75,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3574,40.0,11,7.0,5401.0,51,Google_1_Matthew Vanbuskirk_1_oval.jpg,11,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3614,40.0,11,5.0,3893.0,51,Google_1_Matthew Vanbuskirk_1_oval.jpg,56,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3582,40.0,11,3.0,2952.0,52,Google_1_Henry Gumm_19_oval.jpg,20,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3624,40.0,11,3.0,1880.0,52,Google_1_Henry Gumm_19_oval.jpg,67,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3599,40.0,11,5.0,5923.0,53,Google_1_Frank Whitehouse_3_oval.jpg,39,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3625,40.0,11,5.0,2323.0,53,Google_1_Frank Whitehouse_3_oval.jpg,68,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3568,40.0,11,0.0,4685.0,54,empty-image-1.jpg,4,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3609,40.0,11,0.0,3042.0,54,empty-image-1.jpg,51,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3580,40.0,11,5.0,3735.0,55,Google_1_Paul Reno_1_oval.jpg,18,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3627,40.0,11,5.0,1746.0,55,Google_1_Paul Reno_1_oval.jpg,70,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3597,40.0,11,3.0,2961.0,56,Google_1_Florence Melton_1_oval.jpg,36,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3635,40.0,11,3.0,2118.0,56,Google_1_Florence Melton_1_oval.jpg,79,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3594,40.0,11,5.0,2358.0,57,Google_1_Ronald Driver_19_oval.jpg,33,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3617,40.0,11,5.0,2117.0,57,Google_1_Ronald Driver_19_oval.jpg,59,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3575,40.0,11,3.0,2986.0,58,Google_1_Cheryl Griffin_15_oval.jpg,12,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3613,40.0,11,3.0,1532.0,58,Google_1_Cheryl Griffin_15_oval.jpg,55,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3571,40.0,11,3.0,5316.0,60,Google_1_Claudia Rohrer_13_oval.jpg,8,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3621,40.0,11,3.0,2481.0,60,Google_1_Claudia Rohrer_13_oval.jpg,64,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3604,40.0,11,3.0,3616.0,61,Google_1_Andrew Diggs_9_oval.jpg,44,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3636,40.0,11,5.0,2706.0,61,Google_1_Andrew Diggs_9_oval.jpg,80,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3595,40.0,11,3.0,2318.0,63,Google_1_Kathleen Sartain_1_oval.jpg,34,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3611,40.0,11,3.0,1777.0,63,Google_1_Kathleen Sartain_1_oval.jpg,53,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3583,40.0,11,3.0,2415.0,64,Google_1_Gary Nance_3_oval.jpg,21,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3628,40.0,11,3.0,2804.0,64,Google_1_Gary Nance_3_oval.jpg,71,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3590,40.0,11,3.0,2233.0,68,Google_1_Donna Asberry_5_oval.jpg,29,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3639,40.0,11,3.0,1756.0,68,Google_1_Donna Asberry_5_oval.jpg,83,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3608,40.0,11,5.0,5127.0,69,Google_1_Timothy Galvan_11_oval.jpg,48,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3610,40.0,11,5.0,4404.0,69,Google_1_Timothy Galvan_11_oval.jpg,52,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3588,40.0,11,3.0,6400.0,70,Google_1_Antonio Benn_12_oval.jpg,26,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3641,40.0,11,3.0,2303.0,70,Google_1_Antonio Benn_12_oval.jpg,86,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3569,40.0,11,1.0,7780.0,72,Google_1_Sara Guajardo_1_oval.jpg,6,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3619,40.0,11,1.0,2815.0,72,Google_1_Sara Guajardo_1_oval.jpg,61,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3606,40.0,11,7.0,38278.0,73,Google_1_Shelley Lund_5_oval.jpg,46,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3638,40.0,11,5.0,3476.0,73,Google_1_Shelley Lund_5_oval.jpg,82,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3579,40.0,11,5.0,3326.0,74,Google_1_Gertrude Bayne_11_oval.jpg,17,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3634,40.0,11,5.0,2017.0,74,Google_1_Gertrude Bayne_11_oval.jpg,78,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3576,40.0,11,7.0,5598.0,76,Google_1_Gregory Arriola_3_oval.jpg,13,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3648,40.0,11,7.0,2345.0,76,Google_1_Gregory Arriola_3_oval.jpg,93,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3586,40.0,11,3.0,1830.0,79,Google_1_Carole Bentley_7_oval.jpg,24,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
3632,40.0,11,3.0,1729.0,79,Google_1_Carole Bentley_7_oval.jpg,76,26-35,Male,No,White,High school degree or equivalent (e.g. GED),New Hampshire,03874,2.0
2115,40.0,12,4.0,2887.0,1,Google_1_Eric Osuna_3_oval.jpg,25,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2164,40.0,12,4.0,2229.0,1,Google_1_Eric Osuna_3_oval.jpg,80,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2121,40.0,12,2.0,2038.0,5,Google_1_Ernest Crump_3_oval.jpg,32,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2138,40.0,12,2.0,2279.0,5,Google_1_Ernest Crump_3_oval.jpg,52,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2105,40.0,12,6.0,2029.0,8,Bryan_Shanklin_9_oval.jpg,14,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2172,40.0,12,7.0,3134.0,8,Bryan_Shanklin_9_oval.jpg,89,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2098,40.0,12,4.0,3278.0,10,Google_1_Sherry Mcmichael_11_oval.jpg,7,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2139,40.0,12,5.0,1647.0,10,Google_1_Sherry Mcmichael_11_oval.jpg,53,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2110,40.0,12,6.0,3991.0,13,Google_1_Frank Luke_9_oval.jpg,20,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2169,40.0,12,6.0,2151.0,13,Google_1_Frank Luke_9_oval.jpg,86,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2099,40.0,12,3.0,3526.0,14,Google_1_Russell Gillam_17_oval.jpg,8,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2147,40.0,12,4.0,2319.0,14,Google_1_Russell Gillam_17_oval.jpg,62,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2119,40.0,12,3.0,3999.0,16,Google_1_Steve Stamm_1_oval.jpg,30,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2170,40.0,12,3.0,4911.0,16,Google_1_Steve Stamm_1_oval.jpg,87,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2107,40.0,12,4.0,2181.0,17,Google_1_Valerie Noble_9_oval.jpg,17,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2173,40.0,12,5.0,4311.0,17,Google_1_Valerie Noble_9_oval.jpg,90,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2113,40.0,12,2.0,2158.0,19,Google_1_Marjorie Rule_3_oval.jpg,23,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2162,40.0,12,2.0,4223.0,19,Google_1_Marjorie Rule_3_oval.jpg,78,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2122,40.0,12,5.0,2096.0,23,Google_1_Alma Poor_7_oval.jpg,33,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2171,40.0,12,5.0,2039.0,23,Google_1_Alma Poor_7_oval.jpg,88,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2132,40.0,12,4.0,2007.0,24,Google_1_Erika Fletcher_1_oval.jpg,44,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2167,40.0,12,4.0,2086.0,24,Google_1_Erika Fletcher_1_oval.jpg,84,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2123,40.0,12,4.0,1911.0,30,Google_1_Cindy Morehead_5_oval.jpg,34,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2143,40.0,12,4.0,1837.0,30,Google_1_Cindy Morehead_5_oval.jpg,57,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2109,40.0,12,5.0,4550.0,31,Google_1_Tina Middleton_7_oval.jpg,19,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2161,40.0,12,5.0,3110.0,31,Google_1_Tina Middleton_7_oval.jpg,77,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2114,40.0,12,3.0,4319.0,34,Google_1_Bryan Brunner_3_oval.jpg,24,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2146,40.0,12,2.0,2078.0,34,Google_1_Bryan Brunner_3_oval.jpg,60,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2102,40.0,12,6.0,3373.0,35,Google_1_Ryan Marvel_15_oval.jpg,11,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2152,40.0,12,6.0,2830.0,35,Google_1_Ryan Marvel_15_oval.jpg,67,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2126,40.0,12,6.0,2150.0,37,Google_1_Norman Westfall_5_oval.jpg,37,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2168,40.0,12,6.0,1861.0,37,Google_1_Norman Westfall_5_oval.jpg,85,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2106,40.0,12,6.0,4032.0,38,Alice_Mckellar_11_oval.jpg,15,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2137,40.0,12,6.0,4759.0,38,Alice_Mckellar_11_oval.jpg,51,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2116,40.0,12,5.0,2038.0,40,Google_1_Samuel Goff_1_oval.jpg,26,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2140,40.0,12,6.0,2375.0,40,Google_1_Samuel Goff_1_oval.jpg,54,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2129,40.0,12,4.0,3215.0,45,Google_1_Paul Horst_15_oval.jpg,41,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2163,40.0,12,4.0,3487.0,45,Google_1_Paul Horst_15_oval.jpg,79,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2133,40.0,12,7.0,2751.0,46,Google_1_Louis Mceachern_7_oval.jpg,45,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2158,40.0,12,7.0,2021.0,46,Google_1_Louis Mceachern_7_oval.jpg,74,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2117,40.0,12,5.0,2589.0,49,Google_1_Gloria Canada_13_oval.jpg,28,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2150,40.0,12,5.0,2207.0,49,Google_1_Gloria Canada_13_oval.jpg,65,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2118,40.0,12,4.0,2128.0,51,Google_1_Matthew Vanbuskirk_1_oval.jpg,29,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2166,40.0,12,5.0,3926.0,51,Google_1_Matthew Vanbuskirk_1_oval.jpg,82,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2097,40.0,12,3.0,2391.0,52,Google_1_Henry Gumm_19_oval.jpg,6,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2176,40.0,12,3.0,3494.0,52,Google_1_Henry Gumm_19_oval.jpg,93,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2135,40.0,12,6.0,2511.0,53,Google_1_Frank Whitehouse_3_oval.jpg,47,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2151,40.0,12,6.0,2039.0,53,Google_1_Frank Whitehouse_3_oval.jpg,66,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2096,40.0,12,4.0,4086.0,54,empty-image-1.jpg,4,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2131,40.0,12,5.0,2254.0,55,Google_1_Paul Reno_1_oval.jpg,43,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2141,40.0,12,6.0,1854.0,55,Google_1_Paul Reno_1_oval.jpg,55,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2124,40.0,12,3.0,2046.0,56,Google_1_Florence Melton_1_oval.jpg,35,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2144,40.0,12,3.0,2206.0,56,Google_1_Florence Melton_1_oval.jpg,58,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2128,40.0,12,6.0,2022.0,57,Google_1_Ronald Driver_19_oval.jpg,40,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2160,40.0,12,7.0,2103.0,57,Google_1_Ronald Driver_19_oval.jpg,76,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2100,40.0,12,2.0,2093.0,58,Google_1_Cheryl Griffin_15_oval.jpg,9,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2156,40.0,12,2.0,1711.0,58,Google_1_Cheryl Griffin_15_oval.jpg,71,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2120,40.0,12,1.0,2102.0,60,Google_1_Claudia Rohrer_13_oval.jpg,31,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2159,40.0,12,1.0,2079.0,60,Google_1_Claudia Rohrer_13_oval.jpg,75,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2108,40.0,12,5.0,2854.0,61,Google_1_Andrew Diggs_9_oval.jpg,18,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2157,40.0,12,5.0,3152.0,61,Google_1_Andrew Diggs_9_oval.jpg,73,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2127,40.0,12,5.0,2694.0,63,Google_1_Kathleen Sartain_1_oval.jpg,39,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2153,40.0,12,5.0,1936.0,63,Google_1_Kathleen Sartain_1_oval.jpg,68,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2112,40.0,12,4.0,3901.0,64,Google_1_Gary Nance_3_oval.jpg,22,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2142,40.0,12,5.0,3032.0,64,Google_1_Gary Nance_3_oval.jpg,56,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2134,40.0,12,4.0,2463.0,68,Google_1_Donna Asberry_5_oval.jpg,46,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2148,40.0,12,4.0,2742.0,68,Google_1_Donna Asberry_5_oval.jpg,63,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2111,40.0,12,6.0,2204.0,69,Google_1_Timothy Galvan_11_oval.jpg,21,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2174,40.0,12,6.0,2063.0,69,Google_1_Timothy Galvan_11_oval.jpg,91,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2101,40.0,12,3.0,2086.0,70,Google_1_Antonio Benn_12_oval.jpg,10,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2149,40.0,12,3.0,3694.0,70,Google_1_Antonio Benn_12_oval.jpg,64,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2103,40.0,12,4.0,1951.0,72,Google_1_Sara Guajardo_1_oval.jpg,12,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2155,40.0,12,4.0,1840.0,72,Google_1_Sara Guajardo_1_oval.jpg,70,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
2125,40.0,12,7.0,2959.0,73,Google_1_Shelley Lund_5_oval.jpg,36,18-25,Female,No,White,"Bachelor&#8217;s degree (e.g. BA, BS)",IL,60606,2.0
