im1,im2,low_first,pair_ind,repeat,task_type
/static/images/modifae_pairwise/trustworthy_new/136217_1.png,/static/images/modifae_pairwise/trustworthy_new/136217_-1.png,0,53,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136201_1.png,/static/images/modifae_pairwise/trustworthy_new/136201_-1.png,0,77,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136237_-1.png,/static/images/modifae_pairwise/trustworthy_new/136237_1.png,1,15,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136188_1.png,/static/images/modifae_pairwise/trustworthy_new/136188_-1.png,0,11,1,modifae
/static/images/modifae_pairwise/trustworthy_new/136259_1.png,/static/images/modifae_pairwise/trustworthy_new/136259_-1.png,0,41,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136253_-1.png,/static/images/modifae_pairwise/trustworthy_new/136253_1.png,1,45,0,modifae
/static/images/gt_pairwise/trustworthy-high-1.png,/static/images/gt_pairwise/trustworthy-low-1.png,0,81,0,gt
/static/images/modifae_pairwise/trustworthy_new/136186_-1.png,/static/images/modifae_pairwise/trustworthy_new/136186_1.png,1,26,0,modifae
/static/images/gt_pairwise/trustworthy-low-8.png,/static/images/gt_pairwise/trustworthy-high-8.png,1,88,0,gt
/static/images/modifae_pairwise/trustworthy_new/136251_-1.png,/static/images/modifae_pairwise/trustworthy_new/136251_1.png,1,43,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136192_1.png,/static/images/modifae_pairwise/trustworthy_new/136192_-1.png,0,55,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136184_1.png,/static/images/modifae_pairwise/trustworthy_new/136184_-1.png,0,24,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136224_-1.png,/static/images/modifae_pairwise/trustworthy_new/136224_1.png,1,4,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136265_1.png,/static/images/modifae_pairwise/trustworthy_new/136265_-1.png,0,58,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136257_-1.png,/static/images/modifae_pairwise/trustworthy_new/136257_1.png,1,49,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136231_-1.png,/static/images/modifae_pairwise/trustworthy_new/136231_1.png,1,21,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136253_1.png,/static/images/modifae_pairwise/trustworthy_new/136253_-1.png,0,45,1,modifae
/static/images/modifae_pairwise/trustworthy_new/136223_1.png,/static/images/modifae_pairwise/trustworthy_new/136223_-1.png,0,3,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136202_-1.png,/static/images/modifae_pairwise/trustworthy_new/136202_1.png,1,74,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136182_-1.png,/static/images/modifae_pairwise/trustworthy_new/136182_1.png,1,30,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136268_1.png,/static/images/modifae_pairwise/trustworthy_new/136268_-1.png,0,66,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136206_1.png,/static/images/modifae_pairwise/trustworthy_new/136206_-1.png,0,70,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136258_1.png,/static/images/modifae_pairwise/trustworthy_new/136258_-1.png,0,42,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136255_1.png,/static/images/modifae_pairwise/trustworthy_new/136255_-1.png,0,47,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136260_1.png,/static/images/modifae_pairwise/trustworthy_new/136260_-1.png,0,61,1,modifae
/static/images/modifae_pairwise/trustworthy_new/136228_1.png,/static/images/modifae_pairwise/trustworthy_new/136228_-1.png,0,8,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136267_-1.png,/static/images/modifae_pairwise/trustworthy_new/136267_1.png,1,60,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136220_1.png,/static/images/modifae_pairwise/trustworthy_new/136220_-1.png,0,0,0,modifae
/static/images/gt_pairwise/trustworthy-high-0.png,/static/images/gt_pairwise/trustworthy-low-0.png,0,80,0,gt
/static/images/modifae_pairwise/trustworthy_new/136264_1.png,/static/images/modifae_pairwise/trustworthy_new/136264_-1.png,0,57,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136230_-1.png,/static/images/modifae_pairwise/trustworthy_new/136230_1.png,1,22,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136260_-1.png,/static/images/modifae_pairwise/trustworthy_new/136260_1.png,1,61,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136262_-1.png,/static/images/modifae_pairwise/trustworthy_new/136262_1.png,1,63,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136227_1.png,/static/images/modifae_pairwise/trustworthy_new/136227_-1.png,0,7,0,modifae
/static/images/gt_pairwise/trustworthy-low-6.png,/static/images/gt_pairwise/trustworthy-high-6.png,1,86,0,gt
/static/images/modifae_pairwise/trustworthy_new/136239_-1.png,/static/images/modifae_pairwise/trustworthy_new/136239_1.png,1,13,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136271_1.png,/static/images/modifae_pairwise/trustworthy_new/136271_-1.png,0,68,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136185_1.png,/static/images/modifae_pairwise/trustworthy_new/136185_-1.png,0,23,1,modifae
/static/images/modifae_pairwise/trustworthy_new/136238_-1.png,/static/images/modifae_pairwise/trustworthy_new/136238_1.png,1,14,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136226_1.png,/static/images/modifae_pairwise/trustworthy_new/136226_-1.png,0,29,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136225_1.png,/static/images/modifae_pairwise/trustworthy_new/136225_-1.png,0,28,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136188_1.png,/static/images/modifae_pairwise/trustworthy_new/136188_-1.png,0,11,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136234_1.png,/static/images/modifae_pairwise/trustworthy_new/136234_-1.png,0,18,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136232_-1.png,/static/images/modifae_pairwise/trustworthy_new/136232_1.png,1,20,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136256_-1.png,/static/images/modifae_pairwise/trustworthy_new/136256_1.png,1,50,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136187_1.png,/static/images/modifae_pairwise/trustworthy_new/136187_-1.png,0,25,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136183_-1.png,/static/images/modifae_pairwise/trustworthy_new/136183_1.png,1,6,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136207_1.png,/static/images/modifae_pairwise/trustworthy_new/136207_-1.png,0,71,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136200_-1.png,/static/images/modifae_pairwise/trustworthy_new/136200_1.png,1,76,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136221_-1.png,/static/images/modifae_pairwise/trustworthy_new/136221_1.png,1,1,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136236_1.png,/static/images/modifae_pairwise/trustworthy_new/136236_-1.png,0,16,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136263_-1.png,/static/images/modifae_pairwise/trustworthy_new/136263_1.png,1,64,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136209_-1.png,/static/images/modifae_pairwise/trustworthy_new/136209_1.png,1,79,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136180_-1.png,/static/images/modifae_pairwise/trustworthy_new/136180_1.png,1,5,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136203_-1.png,/static/images/modifae_pairwise/trustworthy_new/136203_1.png,1,75,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136229_-1.png,/static/images/modifae_pairwise/trustworthy_new/136229_1.png,1,9,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136204_1.png,/static/images/modifae_pairwise/trustworthy_new/136204_-1.png,0,72,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136261_-1.png,/static/images/modifae_pairwise/trustworthy_new/136261_1.png,1,12,0,modifae
/static/images/modifae_pairwise/trustworthy_new/136246_1.png,/static/images/modifae_pairwise/trustworthy_new/136246_-1.png,0,37,0,modifae
